date,year,type,country,activity,sex,age,injury,fatal,time
Jan,1964,Unprovoked,FIJI,Swimming,F,20,Deep lacerations to her right thigh,No Fatal,Afternoon
Jan,1964,Unprovoked,SOUTH AFRICA,Diving,M,0,Lacerations and puncture wounds in right arm ,No Fatal,Evening
Dec,1963,Unprovoked,SOUTH AFRICA,Others,F,20,"Right hand & foot severed, thigh & buttock lacerated",No Fatal,Afternoon
Dec,1963,Unprovoked,SOUTH AFRICA,Swimming,M,24,"Lower leg bitten & foot severed, leg surgically amputated below knee",No Fatal,Afternoon
Dec,1963,Unprovoked,AUSTRALIA,Others,M,0,"No injury, shark's tail struck his armpit",No Fatal,Evening
Dec,1963,Unprovoked,SOUTH AFRICA,Swimming,M,18,"FATAL, shoulders, arms, abdomen & foot bitten  ",Fatal,Afternoon
Dec,1963,Provoked,SOUTH AFRICA,Others,M,13,Foot lacerated  PROVOKED INCIDENT,No Fatal,Evening
Dec,1963,Unprovoked,SOUTH AFRICA,Spearfishing,M,0,Foot lacerated,No Fatal,Afternoon
Dec,1963,Unprovoked,SOUTH AFRICA,Others,M,15,"FATAL, arm severed, leg bitten",Fatal,Afternoon
Dec,1963,Unprovoked,AUSTRALIA,Spearfishing,M,23,Torso & hand lacerated,No Fatal,Afternoon
Dec,1963,Unprovoked,unknown,Spearfishing,M,22,"FATAL, leg severely bitten",Fatal,Evening
Nov,1963,Unprovoked,NEW ZEALAND,Others,M,20,Hand & lower leg severely injured,No Fatal,Afternoon
Nov,1963,Provoked,PAPUA NEW GUINEA,Fishing,F,18,Left arm lacerated  PROVOKED INCIDENT,No Fatal,Afternoon
Nov,1963,Unprovoked,FIJI,Fishing,F,21,Elbow bitten,No Fatal,Morning
Nov,1963,Unprovoked,FIJI,Others,M,25,Ankle & foot bitten,No Fatal,Afternoon
Nov,1963,Provoked,USA,Others,M,0,No injury PROVOKED INCIDENT,No Fatal,Morning
Nov,1963,Unprovoked,PALAU,Fishing,M,35,Left calf lacerated,No Fatal,Evening
Oct,1963,Unprovoked,USA,Others,M,28,"Right thigh &  foot bruised, right calf  lacerated",No Fatal,Afternoon
Sep,1963,Unprovoked,SOLOMON ISLANDS,Others,M,30,"FATAL, right thigh, calf & foot bitten ",Fatal,Afternoon
Sep,1963,Provoked,AUSTRALIA,Surfing,M,18,"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT",No Fatal,Morning
Sep,1963,Provoked,USA,Spearfishing,M,16,Minor injury to left forearm  PROVOKED INCIDENT,No Fatal,Afternoon
Aug,1963,Unprovoked,DOMINICAN REPUBLIC,Swimming,M,23,"FATAL. Eyewitness said, ""One was thrown in the air like a basketball, and while in the air another shark took a bite out of his belly."" ",Fatal,Evening
Jul,1963,Unprovoked,unknown,Spearfishing,M,26,Upper left arm bitten,No Fatal,Morning
Jul,1963,Unprovoked,USA,Others,M,14,"Left forearm bitten, surgically amputated?",No Fatal,Afternoon
Jul,1963,Provoked,USA,Fishing,M,24,"Cuts on right hand, PROVOKED INCIDENT",No Fatal,Evening
Jun,1963,Unprovoked,GREECE,Swimming,F,42,FATAL,Fatal,Afternoon
Jun,1963,Provoked,PAPUA NEW GUINEA,Fishing,M,30,"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",No Fatal,Morning
Apr,1963,Unprovoked,USA,Swimming,M,25,"FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed  ",Fatal,Afternoon
Apr,1963,Unprovoked,SOUTH AFRICA,Swimming,M,15,Buttock bitten,No Fatal,Afternoon
Apr,1963,Unprovoked,AUSTRALIA,Surfing,M,25,Arm bitten,No Fatal,Evening
Apr,1963,Unprovoked,USA,Surfing,M,15,Left foot & leg bitten,No Fatal,Afternoon
Feb,1963,Unprovoked,AUSTRALIA,Spearfishing,M,18,Left leg lacerated,No Fatal,Afternoon
Feb,1963,Unprovoked,FIJI,Spearfishing,M,28,Left arm bitten,No Fatal,Morning
Jan,1963,Unprovoked,AUSTRALIA,Others,F,32,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",Fatal,Afternoon
Jan,1963,Unprovoked,AUSTRALIA,Swimming,M,25,"9' shark in area when he disappeared, body not recovered",No Fatal,Afternoon
Jan,1963,Provoked,NEW ZEALAND,Fishing,F,14,Minor lacerations to hand and arm after he seized the shark's tail PROVOKED INCIDENT,No Fatal,Afternoon
Jan,1963,Unprovoked,SOUTH AFRICA,Others,M,27,Lacerations & punctures on left  forearm,No Fatal,Afternoon
Jan,1963,Unprovoked,SOUTH AFRICA,Spearfishing,M,24,Lacerations to right  arm,No Fatal,Afternoon
Dec,1962,Provoked,SOUTH AFRICA,Others,M,0,Captive shark bit air hose & minor lacerations on diver's cheek PROVOKED INCIDENT,No Fatal,Morning
Dec,1962,Unprovoked,AUSTRALIA,Spearfishing,M,16,"FATAL, right leg bitten thigh to calf  ",Fatal,Afternoon
Nov,1962,Unprovoked,AUSTRALIA,Spearfishing,M,26,"No injury, shark bit spear & dragged diver 90'",No Fatal,Evening
Nov,1962,Unprovoked,USA,Spearfishing,M,24,"Arm, hand, buttock, leg and thigh bitten",No Fatal,Afternoon
Oct,1962,Unprovoked,SOUTH AFRICA,Spearfishing,M,30,Arm lacerated (minor injury),No Fatal,Afternoon
Oct,1962,Unprovoked,MEXICO,Others,M,32,"FATAL, both legs bitten  ",Fatal,Morning
Sep,1962,Unprovoked,unknown,Spearfishing,M,24,Left thigh & hand & speargun bitten,No Fatal,Afternoon
Sep,1962,Unprovoked,MEXICO,Swimming,M,20,"Left arm severely bitten, surgically amputated",No Fatal,Afternoon
Sep,1962,Unprovoked,ITALY,Spearfishing,M,28,"FATAL, multiple injuries to both legs  ",Fatal,Morning
Aug,1962,Provoked,PAPUA NEW GUINEA,Fishing,M,49,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,No Fatal,Evening
Aug,1962,Provoked,USA,Diving,M,39,"Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  PROVOKED INCIDENT",No Fatal,Morning
Aug,1962,Unprovoked,USA,Others,M,40,"FATAL, lower right leg bitten",Fatal,Afternoon
Aug,1962,Unprovoked,USA,Others,M,24,Left thigh & hand bitten,No Fatal,Afternoon
Aug,1962,Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,0,"FATAL, right thigh severely bitten, right ankle lacerated ",Fatal,Afternoon
Aug,1962,Unprovoked,SENEGAL,Others,M,23,Ankle bitten,No Fatal,Evening
Jul,1962,Unprovoked,USA,Others,M,21,Lacerations on left foot & hand,No Fatal,Evening
Jul,1962,Provoked,MADAGASCAR,Others,M,20,Right calf lacerated by boated shark PROVOKED INCIDENT,No Fatal,Morning
Jul,1962,Provoked,USA,Fishing,M,19,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",No Fatal,Afternoon
Jul,1962,Unprovoked,USA,Others,M,41,"Cuts on fingers, hand & wrist",No Fatal,Afternoon
Jul,1962,Unprovoked,USA,,M,13,Laceration on hand,No Fatal,Afternoon
Jun,1962,Unprovoked,USA,,M,11,"8"" laceration on left calf",No Fatal,Morning
Jun,1962,Unprovoked,USA,Others,M,31,2 toes bitten off ,No Fatal,Night
Jun,1962,Unprovoked,USA,Others,M,32,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Fatal,Night
Jun,1962,Unprovoked,USA,Others,M,35,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Fatal,Night
Jun,1962,Unprovoked,PAPUA NEW GUINEA,Others,M,0,"FATAL, chest & leg bitten ",Fatal,Evening
Jun,1962,Unprovoked,USA,Others,M,13,Thigh bitten,No Fatal,Afternoon
Jun,1962,Provoked,USA,Others,M,55,Right forearm bitten PROVOKED INCIDENT,No Fatal,Afternoon
Jun,1962,Unprovoked,USA,Others,M,31,Left foot bitten,No Fatal,Afternoon
Apr,1962,Unprovoked,MOZAMBIQUE,Swimming,M,16,"Leg bitten, surgically amputated at knee",No Fatal,Morning
Apr,1962,Unprovoked,SOUTH AFRICA,Others,M,13,Left ankle & foot bitten,No Fatal,Morning
Feb,1962,Provoked,NEW ZEALAND,Swimming,M,15,"Mistook shark's tail for kelp & grabbed it, legs abraded by shark's fins PROVOKED INCIDENT",No Fatal,Evening
Feb,1962,Unprovoked,AUSTRALIA,Fishing,M,0,Middle finger of right hand lacerated,No Fatal,Evening
Feb,1962,Unprovoked,SOUTH AFRICA,Swimming,M,22,"FATAL, calf bitten twice",Fatal,Morning
Feb,1962,Unprovoked,SOUTH AFRICA,Others,M,13,"FATAL, tissue removed from thigh, femoral artery severed ",Fatal,Afternoon
Feb,1962,Unprovoked,AUSTRALIA,Swimming,M,35,Shin bitten,No Fatal,Afternoon
Jan,1962,Unprovoked,NEW ZEALAND,Others,M,18,"Left hand injured: gash on back of hand, toothmarks on palm",No Fatal,Afternoon
Jan,1962,Provoked,AUSTRALIA,Spearfishing,M,19,Suffered from shock & immersion after being dragged underwater  by speared shark PROVOKED INCIDENT,No Fatal,Evening
Jan,1962,Unprovoked,SOUTH AFRICA,Fishing,M,40,Possible drowning / post mortem scavenging by Zambesi shark,No Fatal,Afternoon
Jan,1962,Unprovoked,NEW ZEALAND,Spearfishing,M,44,Shark struck him on shoulder injuring skin under suit,No Fatal,Afternoon
Jan,1962,Unprovoked,USA,Spearfishing,M,29,Buttock bitten & major leg wound,No Fatal,Morning
Jan,1962,Unprovoked,AUSTRALIA,Surfing,M,19,Dorsum of foot lacerated & toe severed,No Fatal,Afternoon
Jan,1962,Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,24,Left leg & buttocks bitten,No Fatal,Afternoon
Jan,1962,Unprovoked,NEW ZEALAND,Others,F,54,Right foot lacerated ,No Fatal,Evening
Jan,1962,Unprovoked,MARSHALL ISLANDS,Fishing,M,57,"2.5"" laceration on right hand",No Fatal,Afternoon
Dec,1961,Unprovoked,AUSTRALIA,Others,F,18,"FATAL, right arm severed at shoulder, left hand severed, right thigh bitten & surgically amputated.  Died  day after the attack",Fatal,Afternoon
Dec,1961,Unprovoked,AUSTRALIA,Others,M,24,"Hand bitten, surgically amputated",No Fatal,Afternoon
Dec,1961,Unprovoked,SOUTH AFRICA,Others,M,18,Lower right leg & ankle bitten,No Fatal,Afternoon
Dec,1961,Provoked,AUSTRALIA,Spearfishing,M,23,"No injury, Parker shot the shark when it came close to his nephew, Bill Bradbury (14), then the shark bent his speargun PROVOKED INCIDENT",No Fatal,Morning
Dec,1961,Unprovoked,MOZAMBIQUE,Others,M,20,His left leg was severely bitten,No Fatal,Afternoon
Dec,1961,Unprovoked,AUSTRALIA,Surfing,M,22,"FATAL, right wrist and hand bitten, left leg severed above knee ",Fatal,Evening
Dec,1961,Unprovoked,AUSTRALIA,Swimming,M,17,Right thigh and leg lacerated,No Fatal,Afternoon
Sep,1961,Unprovoked,CROATIA,Swimming,M,19,"FATAL, hand severed & legs bitten  ",Fatal,Afternoon
Sep,1961,Unprovoked,unknown,Others,M,22,Right shoulder blade  & back lacerated,No Fatal,Evening
Sep,1961,Unprovoked,unknown,Others,M,0,"3"" cut on sole of foot",No Fatal,Morning
Aug,1961,Unprovoked,USA,Swimming,M,16,"Foot, leg  & groin lacerated",No Fatal,Morning
Aug,1961,Unprovoked,USA,Others,M,19,"Right arm bitten. Left leg bitten, surgically amputated ",No Fatal,Morning
Aug,1961,Unprovoked,BERMUDA,Spearfishing,M,22,Right hand lacerated,No Fatal,Morning
Aug,1961,Unprovoked,USA,Others,M,38,Hand bitten,No Fatal,Afternoon
Jul,1961,Provoked,USA,Spearfishing,M,57,Puncture wound on right shin & fingers lacerated by speared shark PROVOKED INCIDENT,No Fatal,Afternoon
Jul,1961,Unprovoked,ITALY,Spearfishing,M,21,Foot bitten,No Fatal,Afternoon
Jun,1961,Unprovoked,USA,Others,M,23,"FATAL, arm severed & left side of torso removed ",Fatal,Morning
Jun,1961,Unprovoked,USA,Others,M,25,Lacerations to left leg,No Fatal,Afternoon
Jun,1961,Provoked,PAPUA NEW GUINEA,Fishing,M,19,"Left thigh severely bitten, but he regained  the canoe, then shark bit canoe PROVOKED INCIDENT",No Fatal,Evening
Apr,1961,Unprovoked,USA,Others,M,10,Abdomen abraded,No Fatal,Afternoon
Apr,1961,Provoked,AUSTRALIA,Spearfishing,M,0,Speared shark bit Davy's ankle &  Pierpont's right leg  PROVOKED INCIDENT,No Fatal,Afternoon
Apr,1961,Unprovoked,MOZAMBIQUE,Swimming,M,37,"Multiple injuries to both hands, left leg & foot",No Fatal,Morning
Apr,1961,Unprovoked,USA,Spearfishing,M,22,Thigh bitten,No Fatal,Evening
Apr,1961,Provoked,AUSTRALIA,Spearfishing,M,21,Speared shark bit his foot  PROVOKED INCIDENT,No Fatal,Evening
Apr,1961,Unprovoked,AUSTRALIA,Others,M,40,Tiny cuts & bruises on neck  ,No Fatal,Night
Apr,1961,Unprovoked,MOZAMBIQUE,Swimming,M,38,"FATAL, extensive abdominal wounds, died 4 days later  ",Fatal,Morning
Apr,1961,Unprovoked,AUSTRALIA,Spearfishing,M,24,"No injury, right sleeve of wetsuit ripped, weight on belt gashed",No Fatal,Evening
Feb,1961,Unprovoked,AUSTRALIA,Others,F,0,"Ankle bitten by small “gummy” shark, minor injury",No Fatal,Evening
Feb,1961,Unprovoked,SOUTH AFRICA,Spearfishing,M,27,Torso bruised & abraded ,No Fatal,Afternoon
Feb,1961,Unprovoked,SOUTH AFRICA,Swimming,M,14,"FATAL, multiple injuries to both legs, feet & left arm  ",Fatal,Afternoon
Jan,1961,Unprovoked,SOUTH AFRICA,Swimming,M,15,Left thigh bitten ,No Fatal,Afternoon
Jan,1961,Provoked,AUSTRALIA,Others,M,27,Right calf  bitten by lassoed shark on deck of surf ski PROVOKED INCIDENT,No Fatal,Morning
Jan,1961,Unprovoked,SOUTH AFRICA,Others,M,13,"Right foot, leg and hand bitten",No Fatal,Evening
Jan,1961,Unprovoked,MOZAMBIQUE,Swimming,M,0,Leg bitten ,No Fatal,Afternoon
Jan,1961,Unprovoked,SOUTH AFRICA,Others,M,25,"Lower left leg bitten, abrasions on back of right leg",No Fatal,Afternoon
Dec,1960,Unprovoked,SOUTH AFRICA,Swimming,M,25,"FATAL, legs severed ",Fatal,Afternoon
Dec,1960,Unprovoked,AUSTRALIA,Fishing,M,33,Left thigh lacerated,No Fatal,Morning
Nov,1960,Unprovoked,AUSTRALIA,Swimming,M,41,Right shoulder lacerated,No Fatal,Afternoon
Nov,1960,Provoked,AUSTRALIA,Others,M,17,"Shark knocked him off surf-ski, he inhaled water & had to be resuscitated PROVOKED INCIDENT",No Fatal,Afternoon
Nov,1960,Unprovoked,AUSTRALIA,Spearfishing,M,24,Scratches on right upper arm,No Fatal,Evening
Oct,1960,Unprovoked,USA,,M,36,"No injury, shark hit his foot & circled",No Fatal,Afternoon
Aug,1960,Unprovoked,USA,Swimming,M,25,Right leg severely lacerated,No Fatal,Afternoon
Aug,1960,Unprovoked,USA,Others,M,38,Superficial laceration of left arm,No Fatal,Afternoon
Aug,1960,Unprovoked,USA,Others,M,24,"Lower right leg bitten, surgically amputated 10 days later",No Fatal,Afternoon
Aug,1960,Provoked,USA,Others,M,15,Right hand bitten by hooked shark PROVOKED INCIDENT,No Fatal,Evening
Aug,1960,Provoked,unknown,Others,M,25,Arm lacerated elbow to wrist PROVOKED INCIDENT,No Fatal,Evening
Aug,1960,Unprovoked,USA,Fishing,M,46,Hand lacerated,No Fatal,Evening
Jul,1960,Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,25,"Arm severed, torso severely  lacerated",No Fatal,Evening
Jul,1960,Provoked,USA,Fishing,M,41,Right arm bitten  PROVOKED INCIDENT,No Fatal,Afternoon
Jun,1960,Provoked,USA,Others,M,0,"Lacerations to calf, wrist & thumb by hooked shark. PROVOKED INCIDENT",No Fatal,Afternoon
Jun,1960,Provoked,unknown,Fishing,M,18,Right arm bitten by shark taken onboard in net PROVOKED INCIDENT,No Fatal,Evening
Jun,1960,Unprovoked,USA,Others,M,39,"No injury, shark harrassed diver & attempted to bite his swimfins",No Fatal,Morning
Jun,1960,Unprovoked,PHILIPPINES,Diving,M,58,"FATAL, body not recovered",Fatal,Morning
Jun,1960,Unprovoked,USA,Swimming,M,24,Lower left leg & foot bitten,No Fatal,Afternoon
Apr,1960,Unprovoked,SOUTH AFRICA,Others,M,16,Multiple major injuries,No Fatal,Afternoon
Apr,1960,Unprovoked,USA,Others,M,48,Foot & swim fin bitten ,No Fatal,Afternoon
Apr,1960,Unprovoked,BERMUDA,Others,M,21,"No injury, 5 sharks bumped raft",No Fatal,Morning
Apr,1960,Unprovoked,AUSTRALIA,Surfing,M,17,Right arm & side bruised,No Fatal,Afternoon
Apr,1960,Unprovoked,AUSTRALIA,,M,0,Minor injuries to hand,No Fatal,Afternoon
Feb,1960,Unprovoked,AUSTRALIA,Others,M,30,"No injury, Robertson knocked over & Hasler brushed by a shark",No Fatal,Night
Feb,1960,Unprovoked,NEW ZEALAND,Spearfishing,M,22,"No injury, leg bumped by shark's tail",No Fatal,Evening
Feb,1960,Unprovoked,USA,Spearfishing,M,36,Left forearm lacerated,No Fatal,Morning
Feb,1960,Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,26,"FATAL, legs bitten ",Fatal,Evening
Feb,1960,Provoked,AUSTRALIA,Spearfishing,M,20,"No injury, speared shark towed Gilles 200 yards & tore hole in diving suit, and hit Dowswell's back with its tail PROVOKED INCIDENT",No Fatal,Evening
Jan,1960,Unprovoked,AUSTRALIA,Others,M,13,"FATAL, right leg severed above knee, surgically amputated but died 9 days later ",Fatal,Afternoon
Jan,1960,Provoked,AUSTRALIA,Fishing,M,0,Upper leg bitten PROVOKED INCIDENT,No Fatal,Evening
Dec,1959,Unprovoked,AUSTRALIA,Fishing,F,50,No injury to occupants,No Fatal,Evening
Dec,1959,Unprovoked,AUSTRALIA,,M,29,FATAL,Fatal,Evening
Dec,1959,Provoked,AUSTRALIA,Spearfishing,M,17,"Smith hit by tail of shark, Walker sustained cuts on his  wrist PROVOKED INCIDENT",No Fatal,Evening
Dec,1959,Unprovoked,NEW ZEALAND,Fishing,M,0,"No injury to occupant, shark sank dinghy",No Fatal,Afternoon
Nov,1959,Unprovoked,AUSTRALIA,Others,M,19,"Thighs bitten, right hand lacerated",No Fatal,Afternoon
Nov,1959,Unprovoked,AUSTRALIA,Others,M,17,Right foot lacerated,No Fatal,Morning
Nov,1959,Unprovoked,AUSTRALIA,Others,M,19,"Lower left leg bittten, hand abraded",No Fatal,Morning
Nov,1959,Unprovoked,USA,Swimming,M,21,Forearm bitten,No Fatal,Morning
Oct,1959,Unprovoked,USA,Diving,M,30,"Ankle twisted, swim fin bitten",No Fatal,Afternoon
Oct,1959,Unprovoked,FIJI,Spearfishing,M,36,forearm abraded,No Fatal,Afternoon
Sep,1959,Unprovoked,USA,Others,M,30,"During the night both hands and feet were bitten, rescued next day after spending 17 hours in the sea.",No Fatal,Afternoon
Aug,1959,Unprovoked,PHILIPPINES,,M,10,"Navy personnel reported that his body was ""mutilated by sharks"" but it is probable that death resulted from drowning",No Fatal,Evening
Aug,1959,Unprovoked,USA,Spearfishing,M,26,"FATAL, disappeared, dive gear & clothing found with teethmarks, presumed taken by a shark  ",Fatal,Evening
Aug,1959,Provoked,USA,Spearfishing,M,32,"No injury, PROVOKED INCIDENT",No Fatal,Evening
Aug,1959,Unprovoked,JAPAN,Swimming,M,13,"FATAL, left thigh bitten",Fatal,Afternoon
Aug,1959,Unprovoked,USA,Others,F,15,"4"" cut on left foot ",No Fatal,Evening
Jul,1959,Unprovoked,USA,Spearfishing,M,25,"14 punctures on right thigh, swim trunks torn",No Fatal,Evening
Jul,1959,Unprovoked,JAPAN,,M,22,"FATAL, right thigh bitten  ",Fatal,Afternoon
Jul,1959,Provoked,USA,Others,M,13,Arm bitten when he grabbed shark’s tail  PROVOKED INCIDENT,No Fatal,Evening
Jun,1959,Unprovoked,USA,Others,M,33,"FATAL, body not recovered",Fatal,Afternoon
Apr,1959,Unprovoked,AUSTRALIA,Diving,M,43,Left hand lacerated when he tried to ward off shark,No Fatal,Evening
Feb,1959,Unprovoked,SOLOMON ISLANDS,Others,M,15,"FATAL, body not recovered",Fatal,Afternoon
Feb,1959,Unprovoked,SOUTH AFRICA,Others,M,14,Leg severed below knee,No Fatal,Afternoon
Jan,1959,Unprovoked,AUSTRALIA,Others,M,20,Shark’s tail grazed his shin,No Fatal,Night
Jan,1959,Unprovoked,ECUADOR,,M,57,Right leg & left foot lacerated,No Fatal,Evening
Jan,1959,Unprovoked,AUSTRALIA,,M,22,FATAL,Fatal,Afternoon
Jan,1959,Unprovoked,AUSTRALIA,Surfing,M,17,Right foot & toe bitten,No Fatal,Morning
Jan,1959,Unprovoked,SOUTH AFRICA,Swimming,M,18,Thigh & both wrists lacerated,No Fatal,Afternoon
Jan,1959,Unprovoked,MOZAMBIQUE,Swimming,M,33,"Suttie's lower abdomen was bitten, Murray disappeared (presumed drowned)",No Fatal,Morning
Dec,1958,Unprovoked,USA,Surfing,M,15,"FATAL, leg severed  ",Fatal,Afternoon
Dec,1958,Unprovoked,AMERICAN SAMOA,Others,M,22,"FATAL, left thigh & hip bitten  ",Fatal,Morning
Nov,1958,Unprovoked,AUSTRALIA,Swimming,M,21,FATAL,Fatal,Afternoon
Sep,1958,Unprovoked,unknown,Others,M,32,"FATAL, leg bitten ",Fatal,Afternoon
Sep,1958,Unprovoked,BAHAMAS,Fishing,M,42,Right forearm lacerated,No Fatal,Morning
Aug,1958,Unprovoked,CROATIA,Swimming,F,0,Leg injured,No Fatal,Evening
Jul,1958,Unprovoked,USA,Swimming,M,12,3 lacerations on leg,No Fatal,Afternoon
Jul,1958,Unprovoked,USA,Swimming,M,0,"Left hand and  leg bitten, leg surgically amputated below hip",No Fatal,Afternoon
Jul,1958,Unprovoked,KENYA,Swimming,M,21,"FATAL, leg severed ",Fatal,Evening
Jul,1958,Unprovoked,unknown,,M,0,FATAL,Fatal,Morning
Jul,1958,Unprovoked,unknown,,M,31,Left shoulder bitten ,No Fatal,Morning
Jul,1958,Provoked,USA,Others,M,20,"He grabbed shark, it bit his leg below the knee PROVOKED INCIDENT",No Fatal,Afternoon
Jul,1958,Unprovoked,BAHAMAS,Spearfishing,M,36,"No injury, shark went for diver's leg & missed, diver hit shark on head with speargun & shark bit speargun ",No Fatal,Afternoon
Jun,1958,Provoked,USA,Others,M,59,Right foot bitten when he walked into shark's head PROVOKED INCIDENT,No Fatal,Afternoon
Jun,1958,Unprovoked,USA,Others,M,17,Lower left leg & foot bitten,No Fatal,Afternoon
Apr,1958,Provoked,USA,Others,M,29,"Grabbed shark’s tail, shark bit his thigh PROVOKED INCIDENT",No Fatal,Evening
Apr,1958,Unprovoked,TAIWAN,Diving,M,29,Right cheek bitten,No Fatal,Afternoon
Apr,1958,Unprovoked,SOUTH AFRICA,Others,F,28,FATAL,Fatal,Morning
Apr,1958,Unprovoked,SOUTH AFRICA,Swimming,M,29,"FATAL, arm severed above elbow, abdomen & leg bitten  ",Fatal,Afternoon
Feb,1958,Unprovoked,AUSTRALIA,Spearfishing,M,21,"Disappeared while diving, speargun recovered, 2 large sharks in vicinity.",No Fatal,Afternoon
Feb,1958,Provoked,USA,Spearfishing,M,18,Chest bitten by speared shark PROVOKED INCIDENT,No Fatal,Evening
Jan,1958,Unprovoked,AUSTRALIA,Others,M,14,"Laceration to left ankle, heel and little toe",No Fatal,Afternoon
Jan,1958,Unprovoked,SOUTH AFRICA,Swimming,M,0,FATAL,Fatal,Morning
Dec,1957,Unprovoked,SOUTH AFRICA,Others,F,14,"Left arm severed, torso bitten, thigh lacerated, many abrasions",No Fatal,Afternoon
Dec,1957,Unprovoked,SOUTH AFRICA,Others,M,20,Lacerations on head & neck,No Fatal,Morning
Dec,1957,Unprovoked,SOUTH AFRICA,Others,M,23,"FATAL, right arm broken & stripped of flesh, left hand severed above wrist, lower abdomen, buttocks & thigh bitten  ",Fatal,Afternoon
Dec,1957,Unprovoked,SOUTH AFRICA,Others,M,15,"FATAL, multiple, severe injuries  ",Fatal,Afternoon
Dec,1957,Unprovoked,SOUTH AFRICA,Others,M,16,"Left leg severed at knee, part of left thigh removed",No Fatal,Afternoon
Jul,1957,Unprovoked,USA,Swimming,M,57,"FATAL, knee bitten  ",Fatal,Afternoon
Jul,1957,Unprovoked,AUSTRALIA,Diving,M,36,Right hand and arm bitten,No Fatal,Evening
Apr,1957,Unprovoked,USA,Swimming,M,25,"FATAL, seen with arm in mouth of shark. Body not recovered.  ",Fatal,Afternoon
Apr,1957,Unprovoked,AUSTRALIA,Surfing,M,15,Minor injuries,No Fatal,Evening
Apr,1957,Provoked,USA,Others,M,17,Ankle injured by shark trapped in pool as it tried to get out PROVOKED INCIDENT  ,No Fatal,Morning
Apr,1957,Unprovoked,AUSTRALIA,Swimming,M,22,"Left arm bitten, surgically amputated",No Fatal,Afternoon
Feb,1957,Unprovoked,USA,Others,M,0,Foot bitten,No Fatal,Afternoon
Dec,1956,Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,19,"FATAL, left leg severed at hip, left torso removed ",Fatal,Afternoon
Dec,1956,Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,16,"FATAL, left arm, shoulder & chest bitten ",Fatal,Afternoon
Dec,1956,Provoked,NEW ZEALAND,Fishing,M,70,Bitten in cockpit of boat by shark caught 30 minutes earlier PROVOKED INCIDENT,No Fatal,Evening
Oct,1956,Unprovoked,SOUTH AFRICA,Others,M,29,Right heel lacerated & swim fin removed by shark,No Fatal,Evening
Oct,1956,Unprovoked,SENEGAL,Others,M,19,Right thigh bitten,No Fatal,Evening
Sep,1956,Unprovoked,USA,Others,M,27,Posterior left ankle bitten,No Fatal,Evening
Aug,1956,Unprovoked,PAPUA NEW GUINEA,Fishing,M,34,"FATAL, tissue removed from abdomen & thigh  ",Fatal,Evening
Aug,1956,Unprovoked,USA,Swimming,M,10,"Lacerated thigh, hand & shoulder",No Fatal,Afternoon
Aug,1956,Unprovoked,SOUTH AFRICA,Others,M,23,"No injury, right swim fin bitten",No Fatal,Afternoon
Jul,1956,Provoked,USA,Others,M,13,FATAL. His brother speared a shark which then attacked Jose & severed his leg at knee. PROVOKED INCIDENT  ,Fatal,Morning
Jul,1956,Provoked,USA,Fishing,M,38,Finger bitten by hooked shark PROVOKED INCIDENT,No Fatal,Evening
Jul,1956,Unprovoked,MALTA,Swimming,M,40,FATAL,Fatal,Evening
Jul,1956,Unprovoked,USA,Others,F,38,Lacerations to legs,No Fatal,Evening
Jul,1956,Unprovoked,USA,Swimming,M,0,Arm & leg injured,No Fatal,Afternoon
Feb,1956,Unprovoked,AUSTRALIA,Diving,M,15,"FATAL, large amount of tissue removed from leg, artery severed  ",Fatal,Morning
Jan,1956,Unprovoked,AUSTRALIA,Others,M,25,"No injury, shark bumped his 17' ski",No Fatal,Evening
Nov,1955,Unprovoked,PAPUA NEW GUINEA,Swimming,M,0,Right thigh bitten,No Fatal,Evening
Oct,1955,Provoked,AUSTRALIA,Spearfishing,M,28,Lassoed shark bit his hand PROVOKED INCIDENT,No Fatal,Evening
Aug,1955,Provoked,USA,Surfing,M,25,"Surfer grabbed shark, which turned & bit him and 2 lifeguards PROVOKED INCIDENT",No Fatal,Evening
Aug,1955,Unprovoked,CROATIA,Swimming,F,32,FATAL,Fatal,Evening
Aug,1955,Unprovoked,AMERICAN SAMOA,Swimming,M,28,"FATAL, abdomen bitten  ",Fatal,Evening
Aug,1955,Unprovoked,unknown,Others,M,15,No injury,No Fatal,Afternoon
Jul,1955,Unprovoked,JAPAN,,M,22,FATAL,Fatal,Afternoon
Jun,1955,Unprovoked,USA,Others,M,13,Bites on legs & thighs,No Fatal,Evening
