date,year,type,country,area,activity,sex,age,injury,fatal,time
Jul,1963,Provoked,USA,Mississippi,"Fishing, on charter boat Silver Dollar",M,24,"Cuts on right hand, PROVOKED INCIDENT",N,
Jun,1963,Unprovoked,GREECE,Thessaly,Swimming,F,42,FATAL,Y,16h30
Jun,1963,Provoked,PAPUA NEW GUINEA,Central Province,Fishing,M,30,"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",N,Morning
Apr,1963,Unprovoked,USA,US Virgin Islands,Swimming,M,25,"FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed  ",Y,13h50
Apr,1963,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,15,Buttock bitten,N,12h45
Apr,1963,Unprovoked,AUSTRALIA,Western Australia,"Surfing on ""chest board"" (boogie board?)",M,25,Arm bitten,N,
Apr,1963,Unprovoked,USA,Hawaii,Surfing ,M,15,Left foot & leg bitten,N,14h00
Feb,1963,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,18,Left leg lacerated,N,Afternoon
Feb,1963,Unprovoked,FIJI,Lomaiviti  Island Group,Spearfishing,M,28,Left arm bitten,N,10h00
Jan,1963,Unprovoked,AUSTRALIA,New South Wales,Wading,F,32,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",Y,13h30
Jan,1963,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,25,"9' shark in area when he disappeared, body not recovered",,16h30
Jan,1963,Provoked,NEW ZEALAND,North Island,Fishing,F,14,Minor lacerations to hand and arm after he seized the shark's tail PROVOKED INCIDENT,N,Afternoon
Jan,1963,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Free diving, hunting crayfish",M,27,Lacerations & punctures on left  forearm,N,12h15
Jan,1963,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,24,Lacerations to right  arm,N,16h00
Dec,1962,Provoked,SOUTH AFRICA,KwaZulu-Natal,Scuba diving,M,0,Captive shark bit air hose & minor lacerations on diver's cheek PROVOKED INCIDENT,N,10h30
Dec,1962,Unprovoked,AUSTRALIA,South Australia,Spearfishing,M,16,"FATAL, right leg bitten thigh to calf  ",Y,14h30
Nov,1962,Unprovoked,AUSTRALIA,New South Wales,"Spearfishing, Scuba diving",M,26,"No injury, shark bit spear & dragged diver 90'",N,
Nov,1962,Unprovoked,USA,California,Spearfishing / Scuba diving (at surface),M,24,"Arm, hand, buttock, leg and thigh bitten",N,12h45 / 13h45
Oct,1962,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,30,Arm lacerated (minor injury),N,15h00
Oct,1962,Unprovoked,MEXICO,Veracruz,Wading,M,32,"FATAL, both legs bitten  ",Y,08h30
Sep,1962,Unprovoked,unknown,Grand Turk Island,Spearfishing,M,24,Left thigh & hand & speargun bitten,N,14h30
Sep,1962,Unprovoked,MEXICO,Veracruz,Swimming,M,20,"Left arm severely bitten, surgically amputated",N,15h00
Sep,1962,Unprovoked,ITALY,Tyrrhenian Sea,Spearfishing with Scuba gear,M,28,"FATAL, multiple injuries to both legs  ",Y,10h20
Aug,1962,Provoked,PAPUA NEW GUINEA,Northern District,Fishing,M,49,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,N,Midday
Aug,1962,Provoked,USA,California,Diving for abalone,M,39,"Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  PROVOKED INCIDENT",N,08h30
Aug,1962,Unprovoked,USA,Texas,Surf fishing in waist-deep water,M,40,"FATAL, lower right leg bitten",Y,15h30
Aug,1962,Unprovoked,USA,New Jersey,Standing,M,24,Left thigh & hand bitten,N,14h00 - 15h00
Aug,1962,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",Spearfishing,M,0,"FATAL, right thigh severely bitten, right ankle lacerated ",Y,17h00
Aug,1962,Unprovoked,SENEGAL,Cap Vert Peninsula,Beach seine netting,M,23,Ankle bitten,N,
Jul,1962,Unprovoked,USA,South Carolina,Standing,M,21,Lacerations on left foot & hand,N,
Jul,1962,Provoked,MADAGASCAR,,Finning the shark,M,20,Right calf lacerated by boated shark PROVOKED INCIDENT,N,Morning
Jul,1962,Provoked,USA,California,Fishing for albacore,M,19,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",N,16h30
Jul,1962,Unprovoked,USA,Georgia,Playing in surf with his child  (9),M,41,"Cuts on fingers, hand & wrist",N,17h00
Jul,1962,Unprovoked,USA,Georgia,Dived from inner-tube,M,13,Laceration on hand,N,14h10
Jun,1962,Unprovoked,USA,Florida,Rolled off raft,M,11,"8"" laceration on left calf",N,11h50
Jun,1962,Unprovoked,USA,California,Escaping from Alacatraz,M,31,2 toes bitten off ,N,night
Jun,1962,Unprovoked,USA,California,Escaping from Alacatraz,M,32,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,Night
Jun,1962,Unprovoked,USA,California,Escaping from Alacatraz,M,35,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,Night
Jun,1962,Unprovoked,PAPUA NEW GUINEA,Madang Province,Washing,M,0,"FATAL, chest & leg bitten ",Y,Midday
Jun,1962,Unprovoked,USA,South Carolina,Standing,M,13,Thigh bitten,N,16h00
Jun,1962,Provoked,USA,California,"Scuba diving, attempting to catch a captive shark",M,55,Right forearm bitten PROVOKED INCIDENT,N,13h30
Jun,1962,Unprovoked,USA,Florida,Free diving,M,31,Left foot bitten,N,12h00
Apr,1962,Unprovoked,MOZAMBIQUE,Gaza,Swimming,M,16,"Leg bitten, surgically amputated at knee",N,10h30
Apr,1962,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading,M,13,Left ankle & foot bitten,N,11h30
Feb,1962,Provoked,NEW ZEALAND,Southland,Swimming,M,15,"Mistook shark's tail for kelp & grabbed it, legs abraded by shark's fins PROVOKED INCIDENT",N,
Feb,1962,Unprovoked,AUSTRALIA,Queensland,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,M,0,Middle finger of right hand lacerated,N,A.M.
Feb,1962,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,22,"FATAL, calf bitten twice",Y,09h00
Feb,1962,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,13,"FATAL, tissue removed from thigh, femoral artery severed ",Y,16h20
Feb,1962,Unprovoked,AUSTRALIA,Queensland,Swimming,M,35,Shin bitten,N,14h30
Jan,1962,Unprovoked,NEW ZEALAND,South Island,Splashing ,M,18,"Left hand injured: gash on back of hand, toothmarks on palm",N,16h00
Jan,1962,Provoked,AUSTRALIA,New South Wales,Spearfishing,M,19,Suffered from shock & immersion after being dragged underwater  by speared shark PROVOKED INCIDENT,N,
Jan,1962,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Fishing, slipped on rocks & fell into sea",M,40,Possible drowning / post mortem scavenging by Zambesi shark,,13h10
Jan,1962,Unprovoked,NEW ZEALAND,North Island,Spearfishing,M,44,Shark struck him on shoulder injuring skin under suit,N,12h00
Jan,1962,Unprovoked,USA,California,Spearfishing / Scuba diving (at surface),M,29,Buttock bitten & major leg wound,N,10h30
Jan,1962,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,19,Dorsum of foot lacerated & toe severed,N,13h30
Jan,1962,Unprovoked,PAPUA NEW GUINEA,"10ºS, 142ºE",Spearfishing,M,24,Left leg & buttocks bitten,N,12h00
Jan,1962,Unprovoked,NEW ZEALAND,South Island,Surf fishing,F,54,Right foot lacerated ,N,18h00
Jan,1962,Unprovoked,MARSHALL ISLANDS,Kwajalein Atoll,Fishing with hand net in 2' of water,M,57,"2.5"" laceration on right hand",N,13h00
Dec,1961,Unprovoked,AUSTRALIA,Queensland,Standing,F,18,"FATAL, right arm severed at shoulder, left hand severed, right thigh bitten & surgically amputated.  Died  day after the attack",Y,16h15
Dec,1961,Unprovoked,AUSTRALIA,Queensland,Standing,M,24,"Hand bitten, surgically amputated",N,16h15
Dec,1961,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,18,Lower right leg & ankle bitten,N,16h50
Dec,1961,Provoked,AUSTRALIA,Western Australia,Spearfishing,M,23,"No injury, Parker shot the shark when it came close to his nephew, Bill Bradbury (14), then the shark bent his speargun PROVOKED INCIDENT",N,07h00
Dec,1961,Unprovoked,MOZAMBIQUE,Gaza,Bathing,M,20,His left leg was severely bitten,N,16h00
Dec,1961,Unprovoked,AUSTRALIA,Queensland,"Surfing, pushing board ashore",M,22,"FATAL, right wrist and hand bitten, left leg severed above knee ",Y,06h15
Dec,1961,Unprovoked,AUSTRALIA,Torres Strait,Swimming with other crew near wharf,M,17,Right thigh and leg lacerated,N,14h00
Sep,1961,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Swimming,M,19,"FATAL, hand severed & legs bitten  ",Y,Early afternoon
Sep,1961,Unprovoked,unknown,165  miles from Bermuda,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",M,22,Right shoulder blade  & back lacerated,N,06h00
Sep,1961,Unprovoked,unknown,25 km off the coast of Iran & 483km from mouth of Persian Gulf,"Free diving, surveying a pipeline & examing cathodes under jetty",M,0,"3"" cut on sole of foot",N,10h30
Aug,1961,Unprovoked,USA,California,Swimming,M,16,"Foot, leg  & groin lacerated",N,09h30 / 15h30
Aug,1961,Unprovoked,USA,South Carolina,Wading,M,19,"Right arm bitten. Left leg bitten, surgically amputated ",N,08h00
Aug,1961,Unprovoked,BERMUDA,,Spearfishing,M,22,Right hand lacerated,N,11h00
Aug,1961,Unprovoked,USA,Hawaii,"Net fishing, picking catch from the net",M,38,Hand bitten,N,17h30
Jul,1961,Provoked,USA,New York,Spearfishing,M,57,Puncture wound on right shin & fingers lacerated by speared shark PROVOKED INCIDENT,N,14h30
Jul,1961,Unprovoked,ITALY,Adriatic Sea,Spearfishing,M,21,Foot bitten,N,14h00
Jun,1961,Unprovoked,USA,Florida,Scuba diving & spearfishing ,M,23,"FATAL, arm severed & left side of torso removed ",Y,09h30
Jun,1961,Unprovoked,USA,Florida,Standing,M,25,Lacerations to left leg,N,Afternoon
Jun,1961,Provoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Fishing, speared shark upset canoe & man fell in water",M,19,"Left thigh severely bitten, but he regained  the canoe, then shark bit canoe PROVOKED INCIDENT",N,
Apr,1961,Unprovoked,USA,Florida,Splashing ,M,10,Abdomen abraded,,15h00
Apr,1961,Provoked,AUSTRALIA,New South Wales,Spearfishing,M,0,Speared shark bit Davy's ankle &  Pierpont's right leg  PROVOKED INCIDENT,N,12h00
Apr,1961,Unprovoked,MOZAMBIQUE,Gaza,Swimming,M,37,"Multiple injuries to both hands, left leg & foot",N,10h00
Apr,1961,Unprovoked,USA,Florida,Spearfishing,M,22,Thigh bitten,N,
Apr,1961,Provoked,AUSTRALIA,New South Wales,Spearfishing,M,21,Speared shark bit his foot  PROVOKED INCIDENT,N,
Apr,1961,Unprovoked,AUSTRALIA,New South Wales,"Checking fish traps, fell into the water",M,40,Tiny cuts & bruises on neck  ,N,Night
Apr,1961,Unprovoked,MOZAMBIQUE,Gaza,"Swimming, using bundles of sticks as raft",M,38,"FATAL, extensive abdominal wounds, died 4 days later  ",Y,11h00
Apr,1961,Unprovoked,AUSTRALIA,Victoria,Spearfishing,M,24,"No injury, right sleeve of wetsuit ripped, weight on belt gashed",N,
Feb,1961,Unprovoked,AUSTRALIA,Victoria,Standing,F,0,"Ankle bitten by small “gummy” shark, minor injury",N,18h00
Feb,1961,Unprovoked,SOUTH AFRICA,Western Cape Province,"Spearfishing, shark grabbed his white t-shirt and towed him ",M,27,Torso bruised & abraded ,N,Late afternoon
Feb,1961,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,14,"FATAL, multiple injuries to both legs, feet & left arm  ",Y,14h50
Jan,1961,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,15,Left thigh bitten ,N,14h20
Jan,1961,Provoked,AUSTRALIA,New South Wales,Collecting aquarium specimens,M,27,Right calf  bitten by lassoed shark on deck of surf ski PROVOKED INCIDENT,N,Morning
Jan,1961,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,M,13,"Right foot, leg and hand bitten",N,19h35
Jan,1961,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,M,0,Leg bitten ,N,16h00
Jan,1961,Unprovoked,SOUTH AFRICA,Western Cape Province,Standing,M,25,"Lower left leg bitten, abrasions on back of right leg",N,15h30
Dec,1960,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,25,"FATAL, legs severed ",Y,16h30
Dec,1960,Unprovoked,AUSTRALIA,Queensland,"Fishing, when line became snagged on rock & he dived into water to free it ",M,33,Left thigh lacerated, N,09h00
Nov,1960,Unprovoked,AUSTRALIA,Queensland,Swimming,M,41,Right shoulder lacerated, N,14h45
Nov,1960,Provoked,AUSTRALIA,Queensland,Chasing shark out of bathing area while riding on a surf-ski,M,17,"Shark knocked him off surf-ski, he inhaled water & had to be resuscitated PROVOKED INCIDENT", N,15h00
Nov,1960,Unprovoked,AUSTRALIA,Western Australia,"Spearfishing, speared fish retreated to cave where shark grabbed his arm",M,24,Scratches on right upper arm, N,
Oct,1960,Unprovoked,USA,California,Ejected from F3H-2 aircraft ,M,36,"No injury, shark hit his foot & circled",N,14h00
Aug,1960,Unprovoked,USA,New Jersey,Swimming 3 miles offshore,M,25,Right leg severely lacerated,N,17h15
Aug,1960,Unprovoked,USA,Connecticut,Free diving,M,38,Superficial laceration of left arm,N,13h35
Aug,1960,Unprovoked,USA,New Jersey,Standing in knee-deep water,M,24,"Lower right leg bitten, surgically amputated 10 days later",N,16h00
Aug,1960,Provoked,USA,Florida,Holding shark on leader & dangling it above the water,M,15,Right hand bitten by hooked shark PROVOKED INCIDENT,N,20h00
Aug,1960,Provoked,unknown,In the English Channel ,Helping angler land a shark,M,25,Arm lacerated elbow to wrist PROVOKED INCIDENT,N,
Aug,1960,Unprovoked,USA,Delaware,"Fishing, Struck by another shark when removing shark from line",M,46,Hand lacerated,N,
Jul,1960,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Spearfishing,M,25,"Arm severed, torso severely  lacerated",N,P.M.
Jul,1960,Provoked,USA,Virginia,"Fishing, tossing netted shark onboard",M,41,Right arm bitten  PROVOKED INCIDENT,N,12h00
Jun,1960,Provoked,USA,South Carolina,Surf fishing,M,0,"Lacerations to calf, wrist & thumb by hooked shark. PROVOKED INCIDENT",N,14h00
Jun,1960,Provoked,unknown,"Unknown, treated at Wick, SCOTLAND",Fishing,M,18,Right arm bitten by shark taken onboard in net PROVOKED INCIDENT,N,
Jun,1960,Unprovoked,USA,Florida,Scuba diving,M,39,"No injury, shark harrassed diver & attempted to bite his swimfins",N,11h00
Jun,1960,Unprovoked,PHILIPPINES,Corregidor Island,"Diving for shells, saw shark circling wife near the surface, intercepted shark & it pulled him beneath the water",M,58,"FATAL, body not recovered",Y,Morning
Jun,1960,Unprovoked,USA,Georgia,Swimming,M,24,Lower left leg & foot bitten,N,15h45
Apr,1960,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,16,Multiple major injuries,N,15h35
Apr,1960,Unprovoked,USA,California,Skindiving for abalone (but at surface),M,48,Foot & swim fin bitten ,N,14h00
Apr,1960,Unprovoked,BERMUDA,"33N, 68W",Floating on a raft,M,21,"No injury, 5 sharks bumped raft",,09h00 - 09h30
Apr,1960,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,17,Right arm & side bruised,N,Late afternoon
Apr,1960,Unprovoked,AUSTRALIA,New South Wales,"Speared a grouper, saw shark but it came for him instead of the fish so he fired spear into shark’s mouth. Then shark took grouper but unable to swallow because of the spear in its mouth.",M,0,Minor injuries to hand,N,12h00
Feb,1960,Unprovoked,AUSTRALIA,Tasmania,"Wading, fishing for flounder",M,30,"No injury, Robertson knocked over & Hasler brushed by a shark",N,Night
Feb,1960,Unprovoked,NEW ZEALAND,North Island,Spearfishing,M,22,"No injury, leg bumped by shark's tail",N,
Feb,1960,Unprovoked,USA,Hawaii,Spearfishing,M,36,Left forearm lacerated,,08h00
Feb,1960,Unprovoked,PAPUA NEW GUINEA,Central Province,Spearfishing,M,26,"FATAL, legs bitten ",Y,
Feb,1960,Provoked,AUSTRALIA,New South Wales,Spearfishing,M,20,"No injury, speared shark towed Gilles 200 yards & tore hole in diving suit, and hit Dowswell's back with its tail PROVOKED INCIDENT",N,
Jan,1960,Unprovoked,AUSTRALIA,New South Wales,Free diving,M,13,"FATAL, right leg severed above knee, surgically amputated but died 9 days later ",Y,15h30
Jan,1960,Provoked,AUSTRALIA,Western Australia,"Fishing, lifting shark out of craypot",M,0,Upper leg bitten PROVOKED INCIDENT,N,P.M.
Dec,1959,Unprovoked,AUSTRALIA,New South Wales,Fishing,F,50,No injury to occupants,N,Late night
Dec,1959,Unprovoked,AUSTRALIA,Queensland,Dived from dinghy to retrieve oar in heavy seas,M,29,FATAL,Y,06h00
Dec,1959,Provoked,AUSTRALIA,Victoria,"Spearfishing, Smith  & Walker touched shark with tip of their guns",M,17,"Smith hit by tail of shark, Walker sustained cuts on his  wrist PROVOKED INCIDENT",N,
Dec,1959,Unprovoked,NEW ZEALAND,North Island,Fishing for snapper,M,0,"No injury to occupant, shark sank dinghy",N,14h00
Nov,1959,Unprovoked,AUSTRALIA,Victoria,Body surfing,M,19,"Thighs bitten, right hand lacerated",N,14h45
Nov,1959,Unprovoked,AUSTRALIA,Queensland,Standing in chest-deep water,M,17,Right foot lacerated,N,07h30
Nov,1959,Unprovoked,AUSTRALIA,Queensland,Trailing the field in a surf race,M,19,"Lower left leg bittten, hand abraded",N,11h00
Nov,1959,Unprovoked,USA,California,Swimming at surface through school of feeding 2.5' to 5’ sharks,M,21,Forearm bitten,N,10h30 or 13h30
Oct,1959,Unprovoked,USA,California,Diving for abalone,M,30,"Ankle twisted, swim fin bitten",N,15h15
Oct,1959,Unprovoked,FIJI,Kadavu,Spearfishing,M,36,forearm abraded,N,12h00
Sep,1959,Unprovoked,USA,Florida,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",M,30,"During the night both hands and feet were bitten, rescued next day after spending 17 hours in the sea.",N,17h00
Aug,1959,Unprovoked,PHILIPPINES,North Palawan,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,M,10,"Navy personnel reported that his body was ""mutilated by sharks"" but it is probable that death resulted from drowning",,04h00
Aug,1959,Unprovoked,USA,Florida,Spearfishing on Scuba,M,26,"FATAL, disappeared, dive gear & clothing found with teethmarks, presumed taken by a shark  ",Y,
Aug,1959,Provoked,USA,California,"Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ide’s speargun & he shot it in the mouth",M,32,"No injury, PROVOKED INCIDENT",N,
Aug,1959,Unprovoked,JAPAN,Wakayama Prefecture,Swimming,M,13,"FATAL, left thigh bitten",Y,14h30
Aug,1959,Unprovoked,USA,Georgia,Standing,F,15,"4"" cut on left foot ",N,18h00
Jul,1959,Unprovoked,USA,California,Spearfishing (but on surface),M,25,"14 punctures on right thigh, swim trunks torn",N,19h30
Jul,1959,Unprovoked,JAPAN,Okayama Prefecture,,M,22,"FATAL, right thigh bitten  ",Y,13h00
Jul,1959,Provoked,USA,Florida,Free diving,M,13,Arm bitten when he grabbed shark’s tail  PROVOKED INCIDENT,N,
Jun,1959,Unprovoked,USA,California,Free diving for abalone,M,33,"FATAL, body not recovered",Y,17h10
Apr,1959,Unprovoked,AUSTRALIA,Torres Strait,Diving for pearl shell,M,43,Left hand lacerated when he tried to ward off shark,N,
Feb,1959,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,Bathing with sister,M,15,"FATAL, body not recovered",Y,17h00
Feb,1959,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,14,Leg severed below knee,N,14h45
Jan,1959,Unprovoked,AUSTRALIA,Western Australia,Working prawn net,M,20,Shark’s tail grazed his shin,N,Night
Jan,1959,Unprovoked,ECUADOR,Galapagos Islands,Washed overboard into school of fish,M,57,Right leg & left foot lacerated,N,
Jan,1959,Unprovoked,AUSTRALIA,Tasmania,In deep water about 100 yards from his ship,M,22,FATAL,Y,16h30
Jan,1959,Unprovoked,AUSTRALIA,Queensland,"Surfing, but treading water",M,17,Right foot & toe bitten,N,09h30
Jan,1959,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,18,Thigh & both wrists lacerated,N,16h15
Jan,1959,Unprovoked,MOZAMBIQUE,Maputo Province,Swimming ashore from fishing boat swamped and sunk by a squall,M,33,"Suttie's lower abdomen was bitten, Murray disappeared (presumed drowned)",Y,08h00
Dec,1958,Unprovoked,USA,Hawaii,Surfing on air mattress,M,15,"FATAL, leg severed  ",Y,13h00
Dec,1958,Unprovoked,AMERICAN SAMOA,Tutuila Island,Cleaning hull of ship ,M,22,"FATAL, left thigh & hip bitten  ",Y,11h00
Nov,1958,Unprovoked,AUSTRALIA,Queensland,Swimming,M,21,FATAL,Y,15h15
Sep,1958,Unprovoked,unknown,,"""Climbing up to ship after repairing the stern in water""",M,32,"FATAL, leg bitten ",Y,14h00
Sep,1958,Unprovoked,BAHAMAS,Cat Cay,Fishing,M,42,Right forearm lacerated,N,Morning
Aug,1958,Unprovoked,CROATIA,Primorje-Gorski Kotar County,Swimming,F,0,Leg injured,N,18h00
Jul,1958,Unprovoked,USA,Florida,"Swimming, ducking for shells in water 0.9 m deep",M,12,3 lacerations on leg,N,16h10
Jul,1958,Unprovoked,USA,Florida,"Swimming, ducking for shells in water 0.9 m deep",M,0,"Left hand and  leg bitten, leg surgically amputated below hip",N,16h10
Jul,1958,Unprovoked,KENYA,Coast Province,Swimming,M,21,"FATAL, leg severed ",Y,P.M.
Jul,1958,Unprovoked,unknown,Between Hawaii & Wake Island,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,0,FATAL,Y,10h45
Jul,1958,Unprovoked,unknown,Between Hawaii & Wake Island,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,31,Left shoulder bitten ,N,10h25
Jul,1958,Provoked,USA,Florida,Free diving,M,20,"He grabbed shark, it bit his leg below the knee PROVOKED INCIDENT",N,14h30
Jul,1958,Unprovoked,BAHAMAS,Abaco Islands,"Spearfishing, had fish on his spear",M,36,"No injury, shark went for diver's leg & missed, diver hit shark on head with speargun & shark bit speargun ",N,12h00
Jun,1958,Provoked,USA,Florida,Wading,M,59,Right foot bitten when he walked into shark's head PROVOKED INCIDENT,N,17h30
Jun,1958,Unprovoked,USA,Florida,Walking,M,17,Lower left leg & foot bitten,N,17h10
Apr,1958,Provoked,USA,Florida,Free diving,M,29,"Grabbed shark’s tail, shark bit his thigh PROVOKED INCIDENT",N,
Apr,1958,Unprovoked,TAIWAN,Taipei Hsien,Diving,M,29,Right cheek bitten,N,17h00
Apr,1958,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paddling in knee-deep water,F,28,FATAL,Y,11h10
Apr,1958,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming with goggles,M,29,"FATAL, arm severed above elbow, abdomen & leg bitten  ",Y,13h30
Feb,1958,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,21,"Disappeared while diving, speargun recovered, 2 large sharks in vicinity.",,Late afternoon
Feb,1958,Provoked,USA,US Virgin Islands,Spearfishing on Scuba,M,18,Chest bitten by speared shark PROVOKED INCIDENT,N,
Jan,1958,Unprovoked,AUSTRALIA,New South Wales,Body surfing,M,14,"Laceration to left ankle, heel and little toe",N,16h30
Jan,1958,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,0,FATAL,Y,07h30
Dec,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,F,14,"Left arm severed, torso bitten, thigh lacerated, many abrasions",N,12h40
Dec,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Skindiving,M,20,Lacerations on head & neck,N,10h30
Dec,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Floating,M,23,"FATAL, right arm broken & stripped of flesh, left hand severed above wrist, lower abdomen, buttocks & thigh bitten  ",Y,16h23
Dec,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,M,15,"FATAL, multiple, severe injuries  ",Y,16h00
Dec,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,16,"Left leg severed at knee, part of left thigh removed",N,17h00
Jul,1957,Unprovoked,USA,North Carolina,Swimming,M,57,"FATAL, knee bitten  ",Y,15h15
Jul,1957,Unprovoked,AUSTRALIA,Torres Strait,Diving for trochus,M,36,Right hand and arm bitten,N,
Apr,1957,Unprovoked,USA,California,Swimming,M,25,"FATAL, seen with arm in mouth of shark. Body not recovered.  ",Y,13h30
Apr,1957,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,15,Minor injuries,N,
Apr,1957,Provoked,USA,Florida,Standing,M,17,Ankle injured by shark trapped in pool as it tried to get out PROVOKED INCIDENT  ,N,11h00
Apr,1957,Unprovoked,AUSTRALIA,Torres Strait,Swimming between  anchored  pearling luggers,M,22,"Left arm bitten, surgically amputated",N,14h00
Feb,1957,Unprovoked,USA,Florida,Floating,M,0,Foot bitten,N,15h30
Dec,1956,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Spearfishing,M,19,"FATAL, left leg severed at hip, left torso removed ",Y,13h00
Dec,1956,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Spearfishing,M,16,"FATAL, left arm, shoulder & chest bitten ",Y,12h00
Dec,1956,Provoked,NEW ZEALAND,North Island,Fishing,M,70,Bitten in cockpit of boat by shark caught 30 minutes earlier PROVOKED INCIDENT,N,
Oct,1956,Unprovoked,SOUTH AFRICA,Western Cape Province,Free diving for sinkers,M,29,Right heel lacerated & swim fin removed by shark,N,
Oct,1956,Unprovoked,SENEGAL,"Near Dakar, Cap Vert Peninsula","Skindiving, fish at belt",M,19,Right thigh bitten,N,18h15
Sep,1956,Unprovoked,USA,Florida,Surf fishing,M,27,Posterior left ankle bitten,N,
Aug,1956,Unprovoked,PAPUA NEW GUINEA,Central Province,Fishing ,M,34,"FATAL, tissue removed from abdomen & thigh  ",Y,
Aug,1956,Unprovoked,USA,California,Swimming near pier,M,10,"Lacerated thigh, hand & shoulder",N,16h30
Aug,1956,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Free diving for crayfish,M,23,"No injury, right swim fin bitten",N,Afternoon
Jul,1956,Provoked,USA,Puerto Rico,Floating in inner tube,M,13,FATAL. His brother speared a shark which then attacked Jose & severed his leg at knee. PROVOKED INCIDENT  ,Y,10h30
Jul,1956,Provoked,USA,California,Fishing,M,38,Finger bitten by hooked shark PROVOKED INCIDENT,N,
Jul,1956,Unprovoked,MALTA,St. Thomas Bay,Swimming,M,40,FATAL,Y,
Jul,1956,Unprovoked,USA,Florida,Wading,F,38,Lacerations to legs,N,18h00
Jul,1956,Unprovoked,USA,South Carolina,Swimming,M,0,Arm & leg injured,N,15h00j
Feb,1956,Unprovoked,AUSTRALIA,Queensland,Diving into water,M,15,"FATAL, large amount of tissue removed from leg, artery severed  ",Y,11h00
Jan,1956,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,M,25,"No injury, shark bumped his 17' ski",N,
Nov,1955,Unprovoked,PAPUA NEW GUINEA,Central Province,Swimming,M,0,Right thigh bitten,N,18h00
Oct,1955,Provoked,AUSTRALIA,Queensland,Spearfishing & lassoed shark,M,28,Lassoed shark bit his hand PROVOKED INCIDENT,N,
